ID,Date,Company,Title,Location,Link,Description,Level,Type,Function,Industry
urn:li:jobPosting:3288715890,2022-09-22,ITS Customer Service,Desenvolvedor,"Santo Amaro da Imperatriz, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-at-its-customer-service-3288715890?refId=M3gvRWmiPk9RfbiFbr9yRA%3D%3D&trackingId=1O0KzH3QV%2Bbbbqsz6zU8Yg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3203623429,2022-08-04,Radartec,DevOps Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-pleno-at-radartec-3203623429?refId=M3gvRWmiPk9RfbiFbr9yRA%3D%3D&trackingId=NvHYaN4dAxcAPjiJsz3b0Q%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3288720115,2022-09-22,ITS Customer Service,Desenvolvedor,"Santo Amaro da Imperatriz, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-at-its-customer-service-3288720115?refId=M3gvRWmiPk9RfbiFbr9yRA%3D%3D&trackingId=a9Ov1%2B%2BYM2ifyb1SnnNIAQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3284265831,2022-08-29,Lagoasoft,Programador - home office,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/programador-home-office-at-lagoasoft-3284265831?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=XmblV6LR33HpSpp9R8q0cA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3277986718,2022-09-21,Oowlish,Wordpress/Shopify Engineer - Remote Work,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/wordpress-shopify-engineer-remote-work-at-oowlish-3277986718?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=NlwaArijBIsRplzAiMCdhw%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3282312095,2022-09-22,Incentiv.me,Backend- Pleno (PJ),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/backend-pleno-pj-at-incentiv-me-3282312095?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=xdYtCelzZrmEGfdq%2B1Ly6g%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3234565064,2022-08-22,Fivelabs,Desenvolvedor FullStack Jr,"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-jr-at-fivelabs-3234565064?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=fZw%2FdaIsa06IUyW0czoNdQ%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3182146551,2022-07-21,Canonical,Software Engineer - Data Platform,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-data-platform-at-canonical-3182146551?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=BNasDOhkEqBDaW5MwjVKZQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3241562787,2022-08-02,BIX Tech - Data Consulting,Desenvolvedor Full Stack - Django - Júnior (Remoto),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-django-j%C3%BAnior-remoto-at-bix-tecnologia-consultoria-de-dados-3241562787?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=1Y6panwBZ%2BPfXDM20ODtdw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3278937176,2022-08-28,OZmap,[BANCO DE TALENTOS] ESTÁGIO EM DESENVOLVIMENTO (QA),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/banco-de-talentos-est%C3%A1gio-em-desenvolvimento-qa-at-ozmap-3278937176?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=4aBLXkkGPX%2BjT4TdNp6J1A%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3288719463,2022-09-22,Simple Organic Beauty,Estágio em Fullstack Engineer de Produtos digitais,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/est%C3%A1gio-em-fullstack-engineer-de-produtos-digitais-at-simple-organic-beauty-3288719463?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=h%2Bhg1yvesb3BJnJE0CsoFQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3285972786,2022-08-30,RD Station,Pessoa Coordenadora de Engenharia de Dados - Machine Learning,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-coordenadora-de-engenharia-de-dados-machine-learning-at-rd-station-3285972786?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=oks5kqPD7vOF9FwfkJOE4Q%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3283661340,2022-08-28,ServerDo.in,Desenvolvedor PHP Com Experiência Em Wordpress (Presencial),"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-php-com-experi%C3%AAncia-em-wordpress-presencial-at-serverdo-in-3283661340?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=XHn4TY%2FIEpPtk1Qpy7QcvA%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3281844721,2022-09-21,Caderno Nacional,Desenvolvedor Backend Júnior / Pleno,"Biguaçu, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-backend-j%C3%BAnior-pleno-at-caderno-nacional-3281844721?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=iJcsbwHhMf4iW%2FP89ybeKA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254125927,2022-09-09,Pieta.tech,Desenvolvedor Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-pleno-at-pieta-tech-3254125927?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=FBS4U0cOaxX1V4XGiiyDIw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3278972143,2022-09-02,DOT Digital Group,Desenvolvedor(a) PHP - Node,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-php-node-at-dot-digital-group-3278972143?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=cjfTOyKMdFnyrSIWoRQpGA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3249525166,2022-09-02,Canonical,Kernel Resilience Engineer - Canonical Ubuntu,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/kernel-resilience-engineer-canonical-ubuntu-at-canonical-3249525166?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=saH1EdaUxkh48cED%2BaQfIw%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3271839236,2022-09-20,AltoQi,Desenvolvedor de Software (Júnior),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-j%C3%BAnior-at-altoqi-3271839236?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=ys8gGZ%2B9D77ZmoqWAUUdBQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3272105110,2022-09-15,Ponyhof Leiting,CI Engineer JR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/ci-engineer-jr-at-ponyhof-leiting-3272105110?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=Cfg11561V9DBgpzoDAkwdg%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260074209,2022-09-13,CheckStore,Desenvolvedor Front-end Junior,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-junior-at-checkstore-3260074209?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=LV5elcqmDkrU1tRKN5USXA%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3249335140,2022-09-01,InEvent Careers,Growth Hacker,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/growth-hacker-at-inevent-3249335140?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=rYUdY0OXsvMDrDdSaNy%2BwQ%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260532306,2022-09-08,RD Station,Pessoa Engenheira de Software Backend - Internal Systems,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-software-backend-internal-systems-at-rd-station-3260532306?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=BGE89OFZqJkOb0doFkqD%2FA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3180142978,2022-07-21,Oowlish,DevOps Engineer - Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-engineer-work-from-home-at-oowlish-3180142978?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=Tvidq8JvYvehn928bnuuUw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3284086243,2022-09-22,CD2 Retail Tech,Desenvolvedor GOLANG,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-golang-at-cd2-retail-tech-3284086243?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=T%2BkTX5jAFpPBcIzFbGeu3A%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3242350195,2022-08-29,Mercado Livre Brasil,Desenvolvedora / Desenvolvedor Júnior de Frontend para Bootcamp de Tecnologia,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedora-desenvolvedor-j%C3%BAnior-de-frontend-para-bootcamp-de-tecnologia-at-mercado-livre-3242350195?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=i6NQzJBSP2bZAM1%2BErPu1g%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3272182726,2022-08-22,United Latino Students Association,Devops,"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-at-united-latino-students-association-3272182726?refId=VhfjrSoU%2Bjw7BjCSr%2B3jJA%3D%3D&trackingId=rsreAb9FbuqfAc4kx1Ua9w%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
