ID,Date,Company,Title,Location,Link
urn:li:jobPosting:3254127973,2022-09-09,REIVAX S/A Automação e Controle,Desenvolvedor de Software (P&D),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-p-d-at-reivax-s-a-automa%C3%A7%C3%A3o-e-controle-3254127973?refId=JaEJUd%2BChGWBx8XdrO%2BrSg%3D%3D&trackingId=EyEe9dhFMQs9wxC4GCSO1Q%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3260070575,2022-09-13,Seventh,Desenvolvedor - Flutter,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-flutter-at-seventh-3260070575?refId=JaEJUd%2BChGWBx8XdrO%2BrSg%3D%3D&trackingId=BAhd04DqSk99Ky%2F3cpvczA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3282053708,2022-08-27,Blendus Tecnologia | Gestor IDSS - Qualificação TISS,Desenvolvedor Front End,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-at-blendus-tecnologia-gestor-idss-qualifica%C3%A7%C3%A3o-tiss-3282053708?refId=JaEJUd%2BChGWBx8XdrO%2BrSg%3D%3D&trackingId=V0DIyj7JQnW1qCL5RtcRaA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3237164128,2022-08-25,Mercado Livre Brasil,Engenheira/ Engenheiro de Software de Backend para Tecnologia,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/engenheira-engenheiro-de-software-de-backend-para-tecnologia-at-mercado-livre-3237164128?refId=JaEJUd%2BChGWBx8XdrO%2BrSg%3D%3D&trackingId=4Wfn7C3%2Fwo6E3uQMHsjOdA%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3279250238,2022-09-22,Dynamox,DESENVOLVEDOR FRONT-END JÚNIOR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-j%C3%BAnior-at-dynamox-3279250238?refId=JaEJUd%2BChGWBx8XdrO%2BrSg%3D%3D&trackingId=noHyCFU3OJN8qrEz3IcfkQ%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3271640118,2022-09-16,Oowlish,Ruby on Rails Developer - Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/ruby-on-rails-developer-work-from-home-at-oowlish-3271640118?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=Q5f%2FBD3jelOHI%2BunysQ4zQ%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3273591855,2022-09-16,ExamRoom.AI,Desenvolvedor .Net,Greater Florianopolis,https://br.linkedin.com/jobs/view/desenvolvedor-net-at-examroom-ai-3273591855?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=%2FQt8SgH5hVpDwFmKf9eFvw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3217136979,2022-08-11,Oowlish,Site Reliability Engineer- Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/site-reliability-engineer-work-from-home-at-oowlish-3217136979?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=6wPNCc9JgahRDQpd%2BE6PfQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3213636941,2022-08-09,Franq Open Banking,Pessoa Engenheira de Software Python - Foco em Integrações,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-software-python-foco-em-integra%C3%A7%C3%B5es-at-franq-open-banking-3213636941?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=3HVIBaERcPFEmURIOPfHLg%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3239676236,2022-08-01,Agriness,Desenvolvedor(a) Delphi Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-delphi-pleno-at-agriness-3239676236?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=%2BGdkCXk3INWUTLBXkqTlug%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3257030153,2022-08-17,ESSS,Desenvolvedor de Software Python,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-python-at-esss-3257030153?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=CWJl8x3%2BZ%2BoFn1j80CrUkw%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3251111456,2022-09-02,Ponyhof Leiting,Desenvolvedor C++ SR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-c%2B%2B-sr-at-ponyhof-leiting-3251111456?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=UtZx29C%2B1xBeYL3W7fZOMQ%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3282142814,2022-08-28,Canonical,Sustaining Operations Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/sustaining-operations-engineer-at-canonical-3282142814?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=WxgMz4JnSg0Oy6zOTo7JnA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3097302079,2022-05-06,GE Renewable Energy,Full Stack Software Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/full-stack-software-engineer-at-ge-renewable-energy-3097302079?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=i8OZL2YO5Xbh8afTptXsgw%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3279247634,2022-09-22,AltoQi,Desenvolvedor Full Stack,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-at-altoqi-3279247634?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=wPJ3LPuc%2FKR075j5y88JkQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3235980047,2022-07-30,Canonical,Software Engineer - OpenStack,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-openstack-at-canonical-3235980047?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=SZM3ujgHk2exTMYkg%2FJ%2BIw%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3277357174,2022-09-19,Audaces,Desenvolvedor de Software,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-at-audaces-3277357174?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=HECtuIawoHboMp%2FXdw3i7w%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3225607002,2022-08-18,Oowlish,Software Engineer - Node.js - Remote Work,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-node-js-remote-work-at-oowlish-3225607002?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=%2F5LQ1uDp0QpbxOJB%2FUy8Lw%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3276492168,2022-09-20,Oowlish,.Net/C# Engineer - Remote Work,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/net-c%23-engineer-remote-work-at-oowlish-3276492168?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=il%2F7H1rpharEYg5jtGeK7Q%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3245663864,2022-08-30,Intelipost,Flutter Mobile Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/flutter-mobile-engineer-at-intelipost-3245663864?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=HJ9oJvAnKHqJbi94cmCJmA%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3254124271,2022-09-09,Audaces,Desenvolvedor de Software (Computação gráfica),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-computa%C3%A7%C3%A3o-gr%C3%A1fica-at-audaces-3254124271?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=vl5pBDoZT5sR6X4bKYNIcQ%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3263344224,2022-09-14,EDC Group,DESENVOLVEDOR DE SOFTWARE X B,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-x-b-at-edc-group-3263344224?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=INN1PPm6bTPp6mfXnno%2Ffw%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3182146553,2022-07-21,Canonical,Identity Platform Software Engineer - Python/Go,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/identity-platform-software-engineer-python-go-at-canonical-3182146553?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=KJJXxBgxyiO%2FaHlHnKex4w%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3093513974,2022-05-26,Oowlish,Front End Developer - Remote Work,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/front-end-developer-remote-work-at-oowlish-3093513974?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=9u1ofJi%2BBxGEzhnF35K2%2FQ%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3253098481,2022-09-05,Caderno Nacional,Desenvolvedor Delphi,"Palhoça, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-delphi-at-caderno-nacional-3253098481?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=KIuJn6gWbv98dxV4peDQhA%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3277339100,2022-09-19,E3S,Desenvolvedor de Software Python,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-python-at-e3s-3277339100?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=dbdInJpvY3Zoz3sspAAduA%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3227044488,2022-07-25,Amazing Devs,Nodejs Software Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/nodejs-software-engineer-at-amazing-devs-3227044488?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=uZI02oLUZE7CxhdRMMS5lQ%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3277342332,2022-09-19,E3S,Desenvolvedor de Software (Back/Front),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-back-front-at-e3s-3277342332?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=gRQLi7rO3LsdoyXW6KAAPg%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3278972260,2022-08-28,DOT Digital Group,Desenvolvedor(a) PHP Pleno/Sênior,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-php-pleno-s%C3%AAnior-at-dot-digital-group-3278972260?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=Co1lfKTrsrpG4JgHZa2LVg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3260069705,2022-09-13,CheckStore,Desenvolvedor Front-end Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-pleno-at-checkstore-3260069705?refId=Qh7P%2FLXk9fYvzFnAY%2FTcrA%3D%3D&trackingId=%2Bv0bzYQldbmHNqiO5q%2FtNA%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3251109686,2022-08-08,Grupo Nexxees,Desenvolvedor(a) Full Stack Python e Flutter (Nix),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-python-e-flutter-nix-at-grupo-nexxees-3251109686?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=nPEvr2Q0KDZmNr%2FVhXIBtQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3251156423,2022-08-09,Canonical,Software Engineer - Python - Optimise Ubuntu for Public Clouds,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-python-optimise-ubuntu-for-public-clouds-at-canonical-3251156423?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=%2Fcu66PbNfsCpIQWp4IzmtQ%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3221867516,2022-08-16,Radartec,Desenvolvedores FrontEnd/Angular - Níveis Pleno e Sênior (2 vagas) - Florianópolis/SC,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedores-frontend-angular-n%C3%ADveis-pleno-e-s%C3%AAnior-2-vagas-florian%C3%B3polis-sc-at-radartec-3221867516?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=T69hfIZAwZ4bfi2g52hDTQ%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3278977687,2022-09-22,ArcTouch,iOS Developer [Talent Pool],"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/ios-developer-talent-pool-at-arctouch-3278977687?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=qQX5MT0Nb%2B8wGF9uw0kVQg%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3282312096,2022-09-22,Incentiv.me,Backend- Sênior (PJ),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/backend-s%C3%AAnior-pj-at-incentiv-me-3282312096?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=jqjnqt7Sg9n6jju0qWjb8A%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3247425954,2022-08-31,ESSS,Desenvolvedor Científico Pl./Sr.,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-cient%C3%ADfico-pl-sr-at-esss-3247425954?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=EzUi3df1mJeQmPJXnOU99g%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3279885858,2022-09-20,Edc Engenharia,Desenvolvedor de software X B,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-x-b-at-edc-engenharia-3279885858?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=cAsXbB%2B5TMAC%2B0%2BzbLMQ3A%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3254127093,2022-09-09,Audaces,Desenvolvedor C++,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-c%2B%2B-at-audaces-3254127093?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=2jnz26TrKbcnLKuHXN1TzQ%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3249565148,2022-08-08,Supero - Melhores Times. Melhores Soluções.,Desenvolvedor(a) Java,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-java-at-supero-melhores-times-melhores-solu%C3%A7%C3%B5es-3249565148?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=XCTHJ3tDIn%2BCvEssZLiD9g%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3262424081,2022-09-09,Canonical,Software Engineer - Ubuntu Server Certification,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-ubuntu-server-certification-at-canonical-3262424081?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=c2diqBak6FlS35yPeuVypw%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3283656360,2022-09-22,Confidencial,Desenvolvedor Back End - Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-back-end-pleno-at-confidencial-3283656360?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=3p7aVXyHLPrWjtg5ln7xNA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3276489053,2022-09-20,Oowlish,Senior LAMP (PHP) - Online job,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/senior-lamp-php-online-job-at-oowlish-3276489053?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=24NAYvyz6VJDEtTvjmMpKA%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3255768792,2022-08-12,Knewin,Pessoa Desenvolvedora Java Fullstack (Pleno),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-java-fullstack-pleno-at-knewin-3255768792?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=PiiBHaNX6KaB9KzdEijiEg%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3275697609,2022-09-19,Oowlish,React Software Programmer - Work From Home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/react-software-programmer-work-from-home-at-oowlish-3275697609?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=nCQexpa7YAj3644j%2BV3Hqw%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3269945696,2022-09-14,Hexagon Agriculture,Desenvolvedor de Software Pleno - C++,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-pleno-c%2B%2B-at-hexagon-agriculture-3269945696?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=a5k6NcYAL05xxtC%2FMGBhrw%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3278935435,2022-08-28,OZmap,Desenvolvedor Sênior,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-s%C3%AAnior-at-ozmap-3278935435?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=CrR1JVdtAqrrbBiSuOJ8Gg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3282001018,2022-09-19,Audaces Impact,Front-End Sr Angular,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/front-end-sr-angular-at-audaces-impact-3282001018?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=eSbrHiXaR0jwymnQxKYGgg%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3275412726,2022-08-23,Canonical,Software Engineer - Ubuntu Gaming Experience,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-ubuntu-gaming-experience-at-canonical-3275412726?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=QSh7hx%2FjEeDDegieG0l3tQ%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
urn:li:jobPosting:3254126362,2022-09-09,Evoluum,Engenheiro de Software Full Stack Java,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/engenheiro-de-software-full-stack-java-at-evoluum-3254126362?refId=mOld5iz4xURzeq0cKmudMg%3D%3D&trackingId=yRK%2Fx3vTFplyRoRI%2FdzAjA%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
